FID,Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759
192,2020/06/25 21:59:59+00,,0,0,16,6,25,4,0,214,1,66,1,0,2,2,19,0,0,27,14,175,1,436,0,22,0,12,4,91,165,83,260,102,1,25,9,93,14,212,306,106,29,74,116,40,15,70,26,17,44,51,49,20,49,25,566,14,560,261,100,162,342,101,71,45,240,558,185,21,94,458,74
193,2020/06/26 21:59:59+00,No data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2020/06/27 21:59:59+00,,0,0,20,6,28,4,0,231,2,69,0,0,4,2,21,0,0,29,18,183,1,473,0,25,0,12,8,100,193,88,279,124,1,28,10,101,17,227,339,113,32,89,128,46,16,73,29,18,48,57,50,23,51,31,631,15,609,298,109,171,355,114,73,53,259,636,208,26,108,508,85
195,2020/06/28 21:59:59+00,,0,0,22,7,29,4,0,243,2,70,0,0,4,3,22,0,0,33,20,202,1,529,0,28,0,15,9,105,206,93,308,139,1,30,10,112,18,247,358,116,37,93,140,49,17,84,31,18,50,65,53,28,55,32,674,17,660,331,114,178,378,119,80,60,276,676,227,27,120,544,100
196,2020/06/29 21:59:59+00,,1,0,22,7,32,4,1,254,2,75,1,0,4,3,27,0,0,35,24,214,1,556,0,28,2,17,9,113,219,101,336,151,2,32,13,117,19,256,376,122,38,102,149,54,18,96,31,19,52,70,55,28,60,33,711,17,690,354,122,183,392,131,83,66,285,716,239,28,128,580,106
197,2020/06/30 21:59:59+00,,1,0,21,7,31,4,0,292,3,79,1,0,4,4,29,0,0,35,28,237,1,588,0,28,3,17,9,121,225,108,347,161,1,33,14,125,21,271,397,129,40,106,157,57,18,101,30,23,62,77,56,32,65,36,759,17,742,378,124,192,407,140,86,68,301,758,255,29,135,603,109
198,2020/07/01 21:59:59+00,,2,0,21,7,36,1,2,312,3,84,1,0,4,4,33,0,0,37,32,255,1,630,0,29,3,18,9,122,240,112,370,179,1,34,15,134,22,288,427,137,41,119,166,52,19,110,32,25,71,90,56,35,69,38,796,17,797,412,131,213,423,148,92,71,310,794,266,36,147,626,114
199,2020/07/02 21:59:59+00,,2,0,24,8,42,2,2,329,3,94,1,3,4,6,35,0,0,38,39,273,1,670,0,33,3,19,12,124,250,114,393,185,1,36,15,140,22,304,448,142,46,126,177,57,20,110,33,28,76,96,61,35,74,42,822,17,831,441,137,230,461,158,99,77,322,826,284,39,150,646,122
200,2020/07/03 21:59:59+00,,2,0,30,9,45,2,3,338,3,96,2,3,4,8,36,0,1,40,39,281,1,696,0,35,4,20,14,126,263,115,403,191,1,37,15,144,23,314,460,144,49,135,184,60,19,115,35,29,82,101,62,35,75,44,838,17,844,452,144,231,471,164,103,79,327,851,292,39,152,667,124
201,2020/08/23 21:59:59+00,,0,0,69,22,69,6,4,914,6,181,2,0,6,9,66,0,2,96,104,839,3,1913,0,55,7,59,30,240,613,264,847,370,2,72,64,332,166,735,1154,395,134,314,415,123,52,249,109,74,244,260,121,73,181,105,1684,39,1968,1092,307,602,949,357,240,174,624,1837,722,86,322,1519,436
202,2020/08/24 21:59:59+00,,0,0,70,22,69,6,4,920,6,182,2,0,6,10,66,0,2,96,105,841,3,1924,0,55,7,59,30,241,616,266,855,371,2,74,64,333,168,737,1156,395,134,314,417,124,54,249,110,76,245,265,122,73,182,105,1695,39,1986,1101,309,608,952,360,243,174,630,1848,725,87,323,1525,437
203,2020/08/25 21:59:59+00,,0,0,71,22,70,6,4,924,6,181,2,0,6,9,68,0,2,98,105,841,3,1936,0,55,7,62,30,247,621,267,858,372,2,75,64,333,168,742,1158,401,136,315,417,124,54,252,110,77,249,266,122,74,183,106,1700,39,2000,1104,312,612,955,365,246,174,633,1854,732,87,323,1527,439
204,2020/08/26 21:59:59+00,,0,0,71,22,70,6,4,925,6,184,2,0,6,9,66,0,2,98,104,841,3,1951,0,56,7,62,29,253,623,269,858,374,2,75,66,334,167,741,1162,404,138,318,419,125,54,250,111,76,249,266,122,73,185,108,1708,39,2006,1109,313,614,960,364,249,176,634,1859,734,88,323,1535,441
205,2020/08/27 21:59:59+00,,0,0,71,22,70,6,4,928,6,185,3,0,6,9,66,0,2,98,104,843,3,1953,0,56,7,63,29,253,625,271,865,375,2,76,66,336,169,741,1163,406,139,318,424,124,54,251,111,77,250,268,122,74,187,109,1718,39,2022,1118,312,617,965,365,251,177,637,1868,742,88,326,1539,441
206,2020/08/28 21:59:59+00,,0,0,71,22,70,6,4,949,6,187,3,0,6,9,66,0,2,98,105,843,3,1961,0,56,7,63,28,253,625,271,866,375,2,77,66,340,169,742,1167,396,139,319,427,124,53,251,111,77,249,268,122,74,187,108,1721,39,2026,1120,313,621,970,366,251,180,639,1868,746,88,325,1539,447
207,2020/08/29 21:59:59+00,,0,0,71,22,70,6,4,950,6,186,3,0,6,9,66,0,2,98,105,843,3,1959,0,56,7,63,28,252,624,281,868,376,2,77,66,340,168,743,1167,395,140,321,426,124,53,251,111,77,249,269,122,74,186,107,1723,38,2027,1121,313,621,966,366,251,179,639,1873,745,88,325,1540,446
208,2020/08/30 21:59:59+00,,0,0,71,22,70,6,4,952,6,186,3,0,6,9,66,0,2,98,105,845,3,1961,0,56,7,64,28,253,624,281,869,377,2,77,66,340,169,745,1168,468,140,323,426,125,53,249,111,77,250,269,122,74,187,107,1725,38,2029,1123,312,622,969,366,251,180,639,1876,748,88,327,1543,450
209,2020/08/31 21:59:59+00,,0,0,71,22,70,6,4,938,6,186,3,0,6,11,66,0,2,98,105,847,3,1963,0,56,7,64,28,255,625,289,873,380,3,77,66,340,169,745,1169,485,140,324,427,125,53,251,111,78,251,272,122,74,189,108,1727,38,2034,1138,316,623,973,368,251,179,641,1880,750,89,329,1544,450
210,2020/09/01 21:59:59+00,,0,0,72,22,70,6,4,943,6,187,3,0,6,11,66,0,2,100,104,847,3,1965,0,57,7,65,28,256,625,288,878,378,3,77,66,340,169,745,1169,500,139,324,426,125,53,252,112,78,251,272,122,74,189,108,1728,38,2040,1139,317,626,975,368,250,179,644,1886,752,91,328,1550,452
211,2020/09/02 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2020/09/03 21:59:59+00,,0,0,72,22,70,6,4,947,6,191,3,0,6,9,66,0,2,100,104,852,3,1966,0,58,7,66,28,256,630,290,884,399,3,79,67,341,169,752,1176,508,140,326,427,125,57,256,116,78,254,273,123,74,192,111,1742,39,2052,1146,319,627,977,373,250,178,645,1895,756,82,329,1551,453
213,2020/09/04 21:59:59+00,,0,0,72,23,71,6,4,953,7,192,3,0,6,9,67,0,2,100,105,856,3,1975,0,58,7,67,28,257,635,291,888,411,4,79,68,340,169,757,1182,510,140,328,432,125,56,257,119,80,256,273,123,74,196,113,1751,39,2054,1154,319,631,981,375,251,180,647,1895,757,82,331,1555,455
214,2020/09/05 21:59:59+00,,0,0,72,22,71,6,4,955,7,194,3,0,6,9,68,0,3,102,105,857,3,1983,0,58,7,67,28,257,636,292,891,421,4,79,68,340,169,758,1185,511,140,328,432,126,56,259,120,82,256,272,124,76,197,114,1754,39,2057,1156,323,633,982,375,253,180,646,1897,758,85,331,1556,456
215,2020/09/06 21:59:59+00,,0,0,72,22,71,6,4,958,7,193,3,0,6,9,68,0,3,102,105,857,3,1983,0,58,7,66,28,258,637,292,892,438,4,79,68,341,169,758,1187,510,140,327,432,126,56,259,120,83,256,273,124,76,199,115,1755,39,2055,1155,324,633,982,376,254,181,647,1898,758,85,333,1557,456
216,2020/09/07 21:59:59+00,,0,0,72,22,71,6,4,958,7,197,3,0,6,9,68,0,3,103,105,859,3,1990,0,58,7,66,28,259,637,292,894,451,4,79,69,341,170,758,1189,512,141,327,432,127,56,260,122,84,257,274,124,76,198,114,1756,39,2057,1156,326,634,981,375,253,182,648,1909,758,86,335,1560,457
217,2020/09/08 21:59:59+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2020/09/09 21:59:59+00,,0,0,72,22,71,6,4,965,7,199,3,0,6,9,70,0,3,106,106,863,3,1998,0,60,7,68,28,261,645,293,896,468,3,79,69,345,170,760,1197,514,142,332,435,128,56,262,120,87,262,273,124,78,198,114,1763,40,2074,1168,331,640,991,377,255,183,650,1911,762,87,337,1570,458
219,2020/09/10 21:59:59+00,,0,0,72,22,71,6,4,965,7,199,3,0,6,9,70,0,3,105,111,863,3,2002,0,60,7,69,29,268,654,303,914,474,3,79,69,346,170,773,1200,514,142,340,437,129,56,265,121,88,263,279,129,86,200,122,1778,41,2087,1185,339,641,1000,386,255,186,651,1915,766,88,337,1575,460
220,2020/09/11 21:59:59+00,,1,0,72,22,71,6,4,968,7,199,3,0,6,9,68,0,3,105,112,865,3,2003,0,61,8,68,29,265,657,303,920,483,3,80,69,347,171,777,1203,514,142,341,437,130,56,269,123,89,262,285,129,87,202,123,1787,41,2099,1195,343,643,1004,388,255,187,651,1919,766,88,338,1577,461
221,2020/09/12 21:59:59+00,,1,0,72,22,71,6,4,969,7,199,3,0,6,9,68,0,3,106,112,867,3,2008,0,62,7,68,29,266,660,303,922,488,3,79,69,347,171,779,1204,515,143,342,437,130,57,268,126,90,262,286,130,87,205,126,1787,41,2102,1198,344,643,1007,390,255,187,652,1921,767,88,339,1580,462
222,2020/09/13 21:59:59+00,,1,0,72,22,71,6,4,973,7,199,3,1,6,9,68,0,3,106,113,870,3,2026,0,60,7,69,29,266,661,304,930,508,3,79,69,347,171,781,1205,515,143,342,437,130,57,273,129,90,262,290,132,87,207,126,1789,41,2106,1200,350,647,1009,389,257,188,653,1922,768,90,340,1584,467
223,2020/09/14 21:59:59+00,,1,0,72,22,71,6,4,975,7,199,1,1,6,9,69,0,3,107,113,871,3,2034,0,60,7,73,29,267,662,303,932,510,3,80,69,349,171,783,1210,515,145,344,437,134,57,275,130,90,263,290,133,87,207,126,1793,42,2109,1202,350,649,1014,390,257,188,654,1929,768,91,340,1587,467
224,2020/09/15 21:59:59+00,,1,0,73,22,72,6,4,980,7,201,1,1,7,9,71,0,3,106,115,874,3,2043,0,61,7,73,31,268,665,306,934,569,3,81,69,352,172,785,1211,515,146,346,439,136,59,276,130,91,263,291,133,87,207,127,1801,42,2120,1206,352,651,1020,394,258,189,656,1934,770,91,341,1594,470
225,2020/09/16 21:59:59+00,,1,0,74,22,73,6,4,980,7,202,1,1,7,9,72,0,3,106,115,876,3,2059,0,63,7,75,31,268,669,306,934,608,3,81,69,352,172,785,1212,517,149,346,442,139,59,277,130,91,265,291,134,87,208,129,1802,42,2124,1208,354,654,1028,395,258,192,657,1937,772,93,343,1598,469
226,2020/09/17 21:59:59+00,,1,0,74,22,73,6,4,983,7,202,1,1,7,9,72,0,3,106,115,881,3,2093,0,63,7,75,31,269,672,306,936,618,3,81,70,352,173,788,1217,518,149,347,442,140,60,278,129,92,265,292,135,87,210,130,1808,42,2129,1208,355,654,1030,396,258,192,658,1940,772,93,343,1604,471
227,2020/09/18 21:59:59+00,,1,0,75,22,74,11,4,986,7,202,1,1,7,9,72,0,3,106,115,883,3,2120,0,65,7,75,31,270,675,308,942,646,3,81,71,356,174,792,1218,519,149,347,444,140,60,279,129,92,269,294,134,89,210,130,1815,42,2137,1216,358,656,1030,399,260,193,658,1944,772,94,344,1611,472
228,2020/09/19 21:59:59+00,,1,0,75,22,85,11,9,985,7,202,6,1,37,9,72,10,3,108,116,892,3,2353,0,100,7,76,46,272,680,311,948,650,3,87,72,356,179,802,1224,525,149,348,470,146,60,279,131,93,273,296,134,90,216,133,1823,42,2141,1222,358,659,1034,399,261,192,660,1987,773,94,345,1624,476
229,2020/09/20 21:59:59+00,,0,0,74,22,74,11,4,985,7,202,1,1,7,9,72,0,3,106,115,885,3,2124,0,65,7,75,31,272,675,313,946,653,3,81,72,356,174,794,1219,519,149,348,447,140,60,280,130,92,269,296,134,90,211,132,1821,42,2139,1219,358,658,1032,399,261,192,658,1949,773,94,345,1612,475
230,2020/09/21 21:59:59+00,,0,0,74,24,89,11,11,990,7,203,8,1,49,10,72,14,3,107,115,893,3,2444,0,114,7,75,52,273,686,312,946,683,7,89,72,357,175,802,1220,526,153,349,477,148,60,281,132,92,271,296,135,91,213,132,1822,42,2142,1221,366,661,1036,401,264,193,660,1996,775,95,347,1624,479
231,2020/09/22 21:59:59+00,,0,0,74,23,75,11,4,992,7,203,1,1,6,10,72,0,3,107,115,885,3,2147,0,65,7,75,31,274,679,312,949,686,7,82,72,359,175,796,1222,519,153,349,450,141,60,281,131,91,272,296,135,91,215,132,1824,42,2147,1223,369,662,1038,402,265,194,662,1959,776,95,348,1622,479
232,2020/09/23 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2020/09/24 21:59:59+00,,0,0,74,23,76,11,4,1000,7,203,1,1,6,10,72,0,3,108,115,888,3,2176,0,66,7,75,31,276,685,313,959,708,8,82,72,360,176,806,1225,522,156,349,452,144,61,282,136,94,278,301,137,91,223,133,1838,42,2163,1232,371,666,1049,410,269,196,662,1975,780,95,354,1637,488
234,2020/09/25 21:59:59+00,,0,0,74,24,76,11,4,1004,7,204,1,1,6,10,72,0,3,111,115,888,3,2213,0,69,7,78,32,279,687,315,961,713,9,82,72,360,177,805,1227,523,156,354,454,145,61,283,136,96,291,307,137,91,229,137,1843,42,2172,1240,373,667,1050,411,273,197,663,1981,785,96,354,1637,492
235,2020/09/26 21:59:59+00,,0,0,74,24,77,11,4,1004,7,204,1,1,6,10,72,0,3,111,114,891,3,2220,0,69,7,81,32,279,689,315,963,715,9,82,72,360,177,805,1230,524,158,357,454,145,61,284,137,96,292,308,137,91,229,137,1848,42,2172,1241,374,669,1054,411,274,198,665,1982,785,96,353,1635,497
236,2020/09/27 21:59:59+00,,0,0,74,24,77,11,4,1006,7,204,1,1,6,10,72,0,3,111,114,894,3,2233,0,69,7,87,32,280,691,316,969,722,9,82,72,360,177,812,1231,526,160,358,455,146,62,287,139,97,295,309,137,91,232,138,1855,42,2180,1246,377,669,1058,413,277,199,665,1985,789,96,353,1637,500
237,2020/09/28 21:59:59+00,,0,0,74,24,77,13,4,1011,7,204,1,1,6,10,73,0,3,112,114,895,3,2239,0,70,7,87,32,280,692,317,971,728,10,83,72,360,178,815,1231,526,161,361,457,147,63,289,144,97,295,313,138,91,236,139,1860,42,2184,1249,379,672,1065,414,277,200,666,1986,789,96,353,1640,502
238,2020/09/29 21:59:59+00,,0,0,74,24,78,13,4,1013,7,205,1,1,6,10,74,0,3,114,114,895,3,2251,0,71,7,86,33,280,693,321,973,733,10,83,73,361,177,816,1234,530,161,361,460,147,64,289,145,100,296,313,138,91,236,140,1861,42,2186,1253,380,671,1066,415,277,200,666,1991,792,97,355,1640,503
239,2020/09/30 21:59:59+00,,1,0,74,24,76,13,4,1013,7,206,1,1,6,10,75,0,3,116,114,896,3,2254,0,72,7,86,32,281,694,322,975,758,10,83,73,362,179,818,1239,531,161,361,461,148,64,292,146,102,298,316,138,91,236,139,1863,44,2188,1254,379,672,1068,415,282,200,668,1995,793,97,356,1645,504
240,2020/10/01 21:59:59+00,,1,0,74,24,76,13,4,1014,7,205,1,1,6,10,74,1,3,117,114,897,3,2264,0,72,7,86,33,282,694,323,977,764,10,84,74,362,179,819,1241,531,162,362,461,148,64,291,146,102,298,316,138,91,237,139,1865,44,2191,1259,382,672,1068,416,283,200,668,2002,793,97,357,1651,505
241,2020/10/02 21:59:59+00,,1,0,74,24,77,13,4,1014,7,205,1,1,7,10,74,1,3,118,114,900,3,2268,0,72,7,86,33,285,695,324,979,764,10,84,75,362,180,820,1243,531,162,364,462,148,64,295,147,104,298,317,139,91,237,139,1877,44,2194,1262,383,674,1069,418,284,200,668,2008,795,97,357,1655,506
242,2020/10/03 21:59:59+00,,1,0,74,24,77,13,4,1014,8,204,1,1,6,10,75,0,3,119,114,903,3,2281,0,72,7,88,33,286,696,324,980,769,10,84,75,364,180,823,1244,532,162,367,463,148,69,299,150,107,301,318,139,91,239,141,1883,44,2198,1267,383,676,1078,417,290,202,666,2008,799,97,359,1659,508
243,2020/10/04 21:59:59+00,,1,0,74,24,77,13,4,1014,8,205,1,1,6,10,75,0,3,120,114,903,3,2287,0,72,7,88,33,286,697,325,981,775,10,84,75,364,180,824,1244,533,162,369,463,148,69,301,151,108,302,320,139,91,239,142,1885,44,2199,1267,384,676,1079,420,294,202,666,2009,799,97,359,1659,509
244,2020/10/05 21:59:59+00,,1,0,76,24,77,13,4,1016,8,205,1,1,6,10,75,0,3,121,115,903,3,2294,0,72,7,89,33,285,700,326,986,776,10,83,75,364,180,824,1244,534,164,370,464,147,69,302,150,108,304,320,141,91,240,143,1893,44,2201,1269,386,676,1082,422,295,202,667,2012,801,97,359,1661,511
245,2020/10/06 21:59:59+00,,1,0,75,24,78,13,5,1019,8,205,1,1,6,11,75,0,3,123,114,908,3,2312,0,72,7,90,32,286,702,329,989,791,10,84,76,364,180,830,1248,534,166,371,465,146,69,303,153,108,306,325,141,90,241,145,1903,44,2209,1274,391,676,1088,422,298,204,668,2017,803,100,366,1666,512
246,2020/10/07 21:59:59+00,,1,0,75,24,78,13,5,1019,8,205,1,1,6,11,75,0,3,123,114,908,3,2312,0,72,7,90,32,286,702,329,989,791,10,84,76,364,180,830,1248,534,166,371,465,146,69,303,153,108,306,325,141,90,241,145,1903,44,2209,1274,391,676,1088,422,298,204,668,2017,803,100,366,1666,512
247,2020/10/08 21:59:59+00,,1,0,75,23,79,13,5,1024,8,205,1,1,6,11,75,0,3,123,114,910,3,2321,0,72,7,91,32,287,705,330,990,791,10,84,76,364,182,834,1249,533,167,374,466,147,69,304,156,108,309,326,141,90,242,145,1903,44,2221,1276,392,677,1091,422,298,203,667,2020,806,100,369,1672,513
248,2020/10/09 21:59:59+00,,1,0,75,23,79,13,5,1025,8,207,1,1,6,11,75,0,3,123,114,912,3,2337,0,72,7,91,32,288,707,332,993,792,10,84,76,364,182,840,1250,533,168,377,467,147,70,304,157,108,310,327,142,90,243,145,1907,44,2224,1278,396,678,1092,425,299,204,667,2025,808,100,372,1679,513
249,2020/10/10 21:59:59+00,,1,0,75,23,79,13,5,1027,8,207,1,1,6,10,75,0,3,123,114,913,3,2349,0,72,7,91,32,290,707,332,994,795,10,84,76,364,182,842,1250,533,168,377,467,146,70,305,157,108,310,327,142,90,243,145,1908,44,2225,1278,397,678,1095,425,300,204,667,2025,808,100,374,1679,516
250,2020/10/11 21:59:59+00,,1,0,75,23,79,13,5,1030,8,208,1,1,6,10,75,0,3,123,114,913,3,2356,0,73,7,91,32,292,709,334,994,796,11,84,76,364,182,842,1252,533,169,379,467,147,70,307,159,108,311,330,142,91,245,145,1912,44,2227,1281,400,678,1097,427,302,204,669,2025,809,102,375,1682,518
251,2021/03/11 21:59:59+00,,2,0,138,41,145,21,11,2527,21,304,6,3,47,16,164,0,5,548,429,2532,30,7769,1,132,14,356,86,747,1857,968,2761,1961,51,170,211,891,399,1865,2587,1095,604,1229,1391,337,304,950,724,303,944,1046,361,159,1151,594,3917,88,4764,3386,1178,1657,3003,1410,860,657,1327,4094,2028,332,1031,3539,1538
252,2021/03/12 21:59:59+00,,2,0,138,41,145,22,11,2530,21,304,6,3,47,16,165,0,5,549,430,2532,30,7780,1,132,14,357,86,749,1862,970,2765,1961,51,170,211,893,400,1866,2588,1096,605,1230,1393,337,305,952,726,304,946,1046,364,159,1152,594,3920,88,4769,3391,1181,1661,3006,1410,862,659,1327,4099,2031,333,1032,3544,1541
253,2021/03/13 21:59:59+00,,2,0,138,41,145,22,11,2531,22,304,6,3,47,16,165,0,5,549,430,2532,30,7789,1,132,14,360,86,750,1864,971,2774,1961,51,170,211,894,401,1866,2590,1096,608,1230,1394,338,305,953,726,304,948,1049,364,159,1153,594,3921,88,4773,3397,1185,1664,3011,1413,862,661,1330,4100,2032,333,1034,3546,1542
254,2021/03/14 21:59:59+00,,2,0,138,41,145,23,11,2532,22,304,6,3,47,16,165,0,5,550,430,2533,30,7796,1,133,14,360,86,750,1867,973,2778,1962,51,170,211,895,400,1868,2594,1096,610,1232,1397,338,306,955,727,304,949,1050,364,159,1154,594,3926,88,4776,3399,1187,1665,3015,1416,863,661,1332,4101,2033,333,1036,3547,1543
255,2021/03/15 21:59:59+00,,3,0,139,41,149,23,11,2531,21,304,6,3,47,16,165,0,5,552,431,2536,30,7809,1,133,14,363,86,752,1871,974,2789,1974,51,174,216,895,401,1871,2596,1100,610,1236,1401,339,308,957,731,305,954,1056,365,159,1158,595,3935,88,4782,3400,1190,1669,3026,1419,865,664,1332,4107,2034,336,1037,3558,1552
256,2021/03/16 21:59:59+00,,3,0,139,41,149,23,11,2532,22,307,6,4,47,16,165,0,5,553,432,2538,30,7816,1,133,14,365,86,754,1872,975,2791,1980,51,170,216,896,401,1872,2598,1101,610,1238,1403,339,308,959,732,305,954,1062,366,160,1161,595,3941,88,4782,3413,1190,1673,3036,1421,866,665,1334,4111,2037,336,1038,3562,1552
257,2021/03/17 21:59:59+00,,3,0,139,41,149,23,11,2536,22,310,6,4,46,16,165,0,5,553,432,2537,30,7821,1,133,14,365,86,755,1872,976,2796,1979,54,170,211,898,401,1873,2602,1099,610,1239,1408,337,308,962,732,304,954,1060,368,160,1163,596,3941,88,4783,3421,1193,1675,3043,1419,864,666,1342,4112,2041,337,1030,3566,1552
258,2021/03/18 21:59:59+00,,3,0,139,41,149,23,11,2532,22,307,6,4,47,16,165,0,5,553,432,2540,30,7827,1,133,14,365,86,755,1873,979,2800,1981,51,170,216,897,401,1878,2607,1100,610,1241,1409,337,308,964,733,305,954,1065,369,160,1163,597,3943,88,4789,3420,1193,1678,3047,1421,864,668,1338,4117,2042,339,1039,3574,1554
259,2021/03/19 21:59:59+00,,3,0,139,41,149,23,11,2533,22,307,6,4,47,16,165,0,5,554,434,2541,30,7835,1,133,14,365,86,758,1875,979,2805,1983,51,170,216,898,402,1879,2610,1101,611,1244,1411,338,308,966,734,306,954,1068,369,160,1164,597,3946,88,4790,3421,1193,1681,3055,1421,866,669,1340,4121,2048,342,1040,3579,1558
260,2021/03/20 21:59:59+00,,3,0,139,41,149,23,11,2536,21,307,6,4,47,16,165,0,5,555,434,2541,30,7847,1,133,14,365,87,758,1877,980,2810,1988,51,170,216,899,404,1879,2613,1101,611,1248,1414,336,309,969,734,306,955,1069,369,160,1165,598,3953,88,4792,3425,1195,1682,3058,1421,868,670,1340,4124,2055,343,1043,3588,1559
261,2021/03/21 21:59:59+00,,3,0,139,41,149,24,11,2551,21,313,6,4,46,16,168,0,5,556,433,2537,30,7873,1,133,15,365,87,759,1883,984,2823,1990,54,170,211,903,406,1882,2616,1107,612,1249,1416,338,309,974,735,305,956,1072,370,160,1168,598,3961,88,4806,3435,1201,1688,3067,1422,869,671,1351,4133,2061,343,1041,3592,1561
262,2021/03/22 21:59:59+00,,3,0,139,41,149,24,11,2551,21,313,6,4,46,16,168,0,5,556,433,2537,30,7873,1,133,15,365,87,759,1883,984,2823,1990,54,170,211,903,406,1882,2616,1107,612,1249,1416,338,309,974,735,305,956,1072,370,160,1168,598,3961,88,4806,3435,1201,1688,3067,1422,869,671,1351,4133,2061,343,1041,3592,1561
263,2021/03/23 21:59:59+00,,3,0,139,41,149,24,11,2546,21,310,6,4,46,16,168,0,5,556,435,2540,30,7879,1,133,15,365,87,759,1886,984,2826,1991,51,170,216,900,406,1885,2619,1108,612,1250,1417,337,310,975,738,307,956,1075,370,160,1170,598,3964,88,4811,3436,1202,1687,3069,1425,872,675,1343,4138,2062,343,1048,3591,1565
264,2021/03/24 21:59:59+00,,3,0,139,41,149,24,11,2549,22,310,7,4,46,16,168,0,5,558,435,2542,30,7887,1,133,15,368,87,759,1891,986,2831,1994,51,170,216,901,407,1886,2621,1108,613,1253,1417,339,311,976,740,307,964,1078,373,160,1173,602,3968,88,4818,3443,1206,1690,3074,1426,872,676,1348,4141,2064,344,1050,3595,1568
265,2020/12/01 21:59:59+00,,0,0,84,25,105,14,5,1197,12,231,2,1,13,14,90,0,3,183,163,1163,8,3257,0,92,9,135,38,397,952,508,1436,1124,20,100,84,453,229,1041,1458,622,250,536,634,191,123,434,269,149,431,444,178,115,412,209,2259,51,2608,1660,550,842,1443,598,404,350,799,2357,989,159,506,1984,711
266,2021/03/25 21:59:59+00,,3,0,139,41,149,24,11,2550,22,310,7,4,46,16,168,0,5,560,435,2544,30,7892,1,133,15,369,88,761,1893,988,2837,1996,51,170,216,902,407,1887,2624,1112,616,1256,1420,339,313,976,743,308,965,1079,373,160,1176,603,3973,87,4824,3444,1210,1693,3080,1434,874,676,1349,4145,2062,346,1051,3603,1571
267,2021/03/26 21:59:59+00,,3,0,140,41,149,24,11,2551,21,311,7,4,46,16,168,0,5,560,435,2547,30,7891,1,133,15,369,88,761,1896,991,2839,1997,51,170,216,903,408,1887,2626,1112,616,1257,1421,338,313,977,744,308,966,1079,374,160,1176,604,3978,87,4826,3445,1210,1698,3081,1436,874,677,1349,4149,2066,346,1052,3606,1574
268,2021/03/27 21:59:59+00,,3,0,140,41,149,24,11,2552,21,311,7,4,46,16,168,0,5,562,436,2547,30,7902,1,133,15,377,88,767,1897,993,2846,2004,51,170,216,904,409,1888,2628,1112,618,1259,1425,338,313,983,750,309,970,1086,374,160,1184,604,3992,87,4833,3458,1217,1702,3090,1437,875,680,1351,4153,2068,347,1053,3611,1575
269,2021/03/28 21:59:59+00,,3,0,140,41,149,24,11,2558,22,314,7,4,47,16,168,0,5,562,438,2546,30,7913,1,133,15,379,88,769,1900,993,2849,2014,54,170,211,906,410,1887,2629,1113,618,1261,1428,340,313,986,750,308,971,1086,374,160,1186,605,3998,87,4834,3462,1220,1702,3094,1436,875,679,1361,4154,2071,347,1047,3612,1577
270,2021/03/29 21:59:59+00,,3,0,140,41,149,24,11,2554,21,312,7,4,46,16,168,0,5,562,439,2551,30,7925,1,133,15,379,88,769,1902,994,2854,2014,51,170,217,905,410,1892,2631,1114,620,1262,1428,338,314,988,755,310,971,1086,375,160,1187,605,4001,87,4839,3463,1223,1702,3096,1438,875,682,1355,4159,2072,347,1056,3617,1579
