FID,Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759
521,2021/08/27 21:59:59+00,,4,0,191,51,179,34,16,3216,31,389,9,8,59,27,224,1,8,819,597,3301,35,10143,1,166,22,513,110,975,2486,1284,3661,2426,63,209,279,1192,508,2462,3277,1461,838,1710,1903,427,441,1340,1036,404,1253,1388,503,209,1567,890,5105,114,6164,4561,1631,2253,4068,1934,1175,878,1737,5238,2614,441,1369,4564,2098
522,2021/08/28 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2021/08/29 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2021/08/30 21:59:59+00,,4,0,192,51,182,36,17,3238,32,392,9,8,59,26,226,1,8,829,614,3343,35,10211,1,166,22,522,110,982,2499,1291,3673,2438,63,212,280,1204,512,2494,3305,1473,843,1731,1929,431,443,1346,1046,410,1265,1398,508,209,1580,896,5145,115,6233,4612,1646,2275,4107,1952,1191,883,1750,5293,2636,447,1382,4614,2113
525,2021/08/31 21:59:59+00,,4,0,192,51,181,35,17,3267,31,393,9,8,59,26,226,1,8,832,619,3359,35,10295,1,168,22,519,111,986,2512,1297,3694,2451,63,212,282,1211,514,2505,3331,1518,849,1748,1944,436,444,1353,1047,418,1271,1408,508,210,1584,904,5174,115,6272,4643,1654,2309,4140,1964,1208,886,1754,5321,2661,448,1391,4638,2133
526,2021/09/01 21:59:59+00,,5,0,192,51,181,35,17,3285,31,396,9,8,59,26,227,1,8,843,623,3382,35,10366,1,168,22,520,111,987,2527,1302,3719,2463,63,214,286,1217,516,2526,3354,1528,856,1762,1952,437,447,1358,1054,426,1277,1414,509,211,1596,912,5203,118,6310,4658,1660,2323,4163,1980,1219,893,1768,5343,2677,454,1403,4663,2145
527,2021/09/02 21:59:59+00,,5,0,193,52,181,35,17,3312,32,400,9,8,60,27,227,1,8,849,629,3408,35,10424,1,170,22,527,111,992,2540,1308,3741,2472,63,214,286,1227,522,2552,3376,1603,858,1772,1965,441,449,1368,1063,428,1287,1424,510,212,1606,914,5236,121,6329,4692,1671,2338,4189,1996,1225,896,1778,5380,2693,457,1413,4696,2155
528,2021/09/03 21:59:59+00,,5,0,193,52,181,35,17,3335,32,405,9,8,60,27,227,1,8,858,636,3442,35,10508,1,170,22,536,111,994,2557,1317,3760,2495,64,215,287,1238,524,2565,3402,1611,864,1787,1979,444,454,1375,1068,433,1294,1436,517,215,1624,923,5263,122,6375,4718,1679,2349,4219,2005,1238,903,1789,5417,2712,459,1426,4722,2173
529,2021/09/04 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2021/09/05 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,2021/09/06 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,2021/09/07 21:59:59+00,,5,0,194,55,181,35,19,3378,32,409,9,8,60,28,230,1,8,875,645,3495,36,10656,1,173,22,546,112,1004,2585,1326,3800,2518,64,215,293,1250,528,2596,3450,1681,881,1801,1993,446,461,1394,1073,440,1324,1454,524,219,1648,939,5314,122,6430,4773,1686,2366,4287,2035,1249,910,1800,5464,2741,466,1439,4767,2202
533,2021/09/08 21:59:59+00,,5,0,195,56,183,35,19,3400,34,413,9,8,61,28,231,1,8,885,653,3524,36,10706,1,174,22,551,112,1007,2593,1328,3816,2531,65,215,296,1256,531,2615,3482,1686,883,1815,2009,451,463,1404,1077,445,1343,1460,527,220,1663,948,5341,122,6461,4807,1698,2378,4319,2045,1254,911,1813,5496,2758,469,1446,4799,2209
534,2021/09/09 21:59:59+00,,5,0,197,57,184,36,21,3429,34,413,9,8,61,28,232,1,8,896,662,3563,37,10802,1,177,23,564,113,1011,2615,1337,3852,2549,65,215,298,1275,539,2638,3516,1695,896,1832,2025,455,470,1422,1082,448,1359,1480,537,220,1687,963,5384,122,6518,4846,1726,2396,4346,2063,1263,917,1840,5549,2790,472,1470,4846,2228
535,2021/09/10 21:59:59+00,,5,0,198,57,185,36,22,3445,35,419,9,8,62,27,236,1,8,907,667,3592,38,10882,1,178,23,571,114,1015,2630,1339,3868,2563,65,215,299,1281,541,2653,3540,1699,907,1846,2040,457,474,1431,1084,451,1384,1488,541,223,1711,971,5409,122,6555,4880,1735,2405,4380,2079,1273,922,1850,5572,2814,473,1482,4878,2243
536,2021/09/11 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,2021/09/12 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2021/09/13 21:59:59+00,,5,0,199,57,185,36,22,3455,35,420,9,8,62,27,237,1,8,909,667,3606,38,10923,1,178,23,576,114,1023,2643,1342,3881,2576,65,215,301,1286,546,2660,3550,1704,910,1852,2047,457,478,1434,1087,453,1407,1494,550,224,1730,973,5423,123,6568,4896,1744,2414,4391,2089,1277,923,1854,5589,2826,473,1484,4900,2251
539,2021/09/14 21:59:59+00,,5,0,199,57,185,36,22,3483,37,421,9,8,62,27,237,1,8,921,675,3624,39,10974,1,179,23,588,114,1031,2654,1350,3904,2596,65,216,301,1294,549,2676,3571,1706,919,1864,2060,457,479,1440,1091,456,1427,1501,552,224,1770,976,5452,124,6597,4921,1754,2434,4412,2105,1280,930,1864,5631,2850,475,1494,4921,2268
540,2021/09/15 21:59:59+00,,5,0,201,57,185,37,22,3492,36,419,9,8,63,27,239,1,8,929,697,3649,39,11065,1,179,23,592,114,1036,2656,1350,3917,2602,62,216,306,1295,558,2688,3591,1717,932,1881,2070,461,486,1444,1101,458,1439,1516,559,221,1783,986,5477,125,6627,4941,1756,2430,4430,2120,1301,936,1862,5663,2867,478,1514,4945,2288
541,2021/09/16 21:59:59+00,,5,0,202,58,185,37,22,3500,38,421,9,8,63,27,239,2,8,932,699,3663,39,11112,1,179,23,594,115,1036,2669,1355,3922,2605,62,216,307,1294,559,2697,3605,1727,939,1888,2077,465,487,1446,1108,458,1448,1517,563,221,1794,991,5485,129,6647,4953,1761,2434,4442,2123,1302,935,1865,5676,2871,479,1520,4958,2298
542,2021/09/17 21:59:59+00,,5,0,203,58,185,37,22,3509,39,426,9,8,62,28,239,2,8,934,688,3678,39,11153,1,179,23,596,115,1042,2687,1369,3938,2610,65,219,305,1302,552,2702,3616,1733,943,1895,2080,465,487,1452,1112,461,1453,1517,563,226,1800,994,5508,130,6670,4972,1765,2457,4462,2129,1301,937,1886,5696,2878,480,1508,4968,2311
543,2021/09/18 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,2021/09/19 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2021/09/20 21:59:59+00,,5,0,204,58,185,37,22,3525,39,427,9,8,62,28,239,2,8,938,691,3696,40,11226,1,179,24,603,114,1047,2695,1371,3945,2620,65,219,305,1307,553,2715,3635,1754,948,1903,2095,465,490,1461,1116,462,1470,1521,566,227,1820,1003,5533,131,6689,4987,1770,2465,4477,2141,1305,942,1892,5719,2902,478,1516,4989,2323
546,2021/09/21 21:59:59+00,,5,0,204,58,186,37,22,3536,39,428,9,8,63,28,239,3,8,942,696,3711,39,11282,1,179,24,608,114,1047,2706,1378,3962,2633,65,219,305,1312,560,2729,3654,1763,950,1913,2106,466,492,1463,1121,466,1491,1529,568,227,1835,1006,5557,131,6722,5007,1776,2476,4493,2156,1309,948,1895,5742,2914,480,1522,5006,2341
547,2021/09/22 21:59:59+00,,5,0,204,58,186,37,22,3545,40,428,9,8,63,28,240,3,8,950,704,3724,39,11329,1,179,25,610,115,1050,2709,1381,3974,2638,65,220,306,1314,562,2737,3665,1767,953,1919,2112,466,492,1469,1126,466,1494,1533,569,228,1850,1006,5568,131,6743,5021,1780,2487,4514,2165,1313,951,1898,5755,2923,482,1530,5017,2349
548,2021/09/23 21:59:59+00,,5,0,204,59,186,37,22,3552,40,428,9,8,63,28,241,2,8,952,707,3733,39,11352,1,179,25,614,116,1054,2710,1382,3984,2651,65,220,306,1318,563,2743,3672,1775,953,1924,2115,467,494,1470,1127,468,1515,1539,576,228,1866,1008,5576,131,6754,5034,1781,2488,4519,2172,1313,955,1899,5757,2925,483,1535,5025,2358
549,2021/09/24 21:59:59+00,,5,0,204,59,187,37,22,3558,40,430,9,8,63,28,241,2,8,957,708,3746,39,11387,1,179,24,615,116,1057,2716,1383,4001,2661,65,222,306,1322,563,2750,3685,1785,957,1928,2118,470,496,1472,1128,469,1516,1542,576,229,1870,1010,5591,131,6768,5041,1785,2492,4527,2177,1316,956,1910,5770,2939,490,1539,5044,2372
550,2021/09/25 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,2021/09/26 21:59:59+00,No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2021/09/27 21:59:59+00,,5,0,206,61,188,37,22,3562,40,431,9,8,63,28,241,2,8,960,707,3753,39,11410,1,180,24,619,116,1058,2729,1385,4010,2662,65,223,306,1326,564,2763,3690,1787,960,1939,2127,470,498,1478,1131,470,1529,1548,577,229,1879,1013,5606,131,6782,5064,1786,2496,4542,2184,1320,960,1916,5789,2945,491,1542,5052,2382
553,2021/09/28 21:59:59+00,,5,0,207,61,189,37,23,3574,40,432,9,8,63,28,241,2,8,967,710,3767,39,11444,1,180,24,619,116,1064,2731,1387,4031,2671,65,226,306,1334,564,2771,3705,1790,962,1942,2137,470,500,1485,1136,470,1537,1556,580,229,1888,1021,5620,131,6799,5079,1790,2501,4564,2197,1324,965,1923,5814,2953,495,1548,5067,2390
554,2021/09/29 21:59:59+00,,5,0,207,61,189,37,24,3588,40,432,10,8,63,28,241,2,8,975,713,3782,39,11478,1,180,24,620,116,1069,2734,1390,4043,2677,65,227,306,1336,565,2775,3709,1791,973,1950,2150,471,503,1495,1139,470,1542,1558,583,231,1903,1028,5634,131,6810,5101,1793,2509,4578,2205,1332,965,1927,5826,2961,498,1551,5074,2398
555,2021/09/30 21:59:59+00,,5,0,208,61,190,37,24,3595,40,436,10,8,63,28,243,2,8,980,714,3785,39,11506,1,180,24,623,116,1073,2741,1397,4053,2682,65,229,307,1334,566,2787,3718,1792,976,1958,2154,471,505,1510,1143,474,1545,1562,584,232,1911,1033,5641,131,6832,5116,1798,2517,4594,2209,1340,968,1926,5839,2969,502,1555,5083,2409
